"site","colony.id","depth.below","height.above","habitat","temp","species","fvfm.avg","range","se","water.column"
"Jet Ski","JH50",165,28,"other","29","Hyacinthus",0.673833333333333,0.0566666666666668,0.0119089913122008,193
"Jet Ski","JH50",165,28,"other","36","Hyacinthus",0.241666666666667,0.364333333333333,0.0755573120710855,193
"Jet Ski","JH51",58,103,"exposed","29","Hyacinthus",0.69825,0.0526666666666668,0.0118917766482495,161
"Jet Ski","JH51",58,103,"exposed","36","Hyacinthus",0.42075,0.092,0.0221636902763657,161
"Jet Ski","JH52",138,20,"overhang","29","Hyacinthus",0.689083333333333,0.0319999999999999,0.00815631430015805,158
"Jet Ski","JH52",138,20,"overhang","36","Hyacinthus",0.534916666666667,0.127,0.0307888192188153,158
"Jet Ski","JH53",119,74,"crevice","36","Hyacinthus",0.515916666666667,0.711333333333333,0.172247473507247,193
"Jet Ski","JH53",119,74,"crevice","29","Hyacinthus",0.641083333333333,0.0133333333333333,0.00296702557129875,193
"Jet Ski","JH54",174,35,"crevice","29","Hyacinthus",0.67975,0.0703333333333332,0.0150045517785129,209
"Jet Ski","JH54",174,35,"crevice","36","Hyacinthus",0.202083333333333,0.058,0.0133196978889107,209
"Jet Ski","JH55",157,63,"open","36","Hyacinthus",0.408,0.105333333333333,0.0228148749397957,220
"Jet Ski","JH55",157,63,"open","29","Hyacinthus",0.668916666666667,0.0183333333333333,0.00427822869196361,220
"Jet Ski","JH56",129,64,"other","36","Hyacinthus",0.365333333333333,0.148,0.0355168191768976,193
"Jet Ski","JH56",129,64,"other","29","Hyacinthus",0.66775,0.00766666666666671,0.00173405433722374,193
"Jet Ski","JH57",115,36,"open","29","Hyacinthus",0.700583333333333,0.0356666666666666,0.00757966944456609,151
"Jet Ski","JH57",115,36,"open","36","Hyacinthus",0.46225,0.0843333333333333,0.0178109282932324,151
"Jet Ski","JH58",114,34,"overhang","29","Hyacinthus",0.703916666666667,0.0216666666666666,0.00545414385446379,148
"Jet Ski","JH58",114,34,"overhang","36","Hyacinthus",0.29875,0.145666666666667,0.0301973064165467,148
"Jet Ski","JH59",74,69,"crevice","36","Hyacinthus",0.406583333333333,0.087,0.0203180156329121,143
"Jet Ski","JH59",74,69,"crevice","29","Hyacinthus",0.674166666666667,0.0183333333333333,0.00385020441977748,143
"Jet Ski","JH60",99,61,"other","36","Hyacinthus",0.460833333333333,0.0673333333333333,0.0158496991442413,160
"Jet Ski","JH60",99,61,"other","29","Hyacinthus",0.686166666666667,0.0453333333333334,0.00959311095410546,160
"Jet Ski","JH61",101,68,"crevice","36","Hyacinthus",0.375833333333333,0.386333333333333,0.0845947310328399,169
"Jet Ski","JH61",101,68,"crevice","29","Hyacinthus",0.677583333333333,0.0326666666666666,0.00701106929024328,169
"Jet Ski","JH62",142,24,"overhang","29","Hyacinthus",0.691833333333333,0.0329999999999999,0.00693688477418863,166
"Jet Ski","JH62",142,24,"overhang","36","Hyacinthus",0.397833333333333,0.122666666666667,0.0261691435487307,166
"Jet Ski","JH63",81,88,"overhang","36","Hyacinthus",0.538333333333333,0.0846666666666666,0.0173530870345777,169
"Jet Ski","JH63",81,88,"overhang","29","Hyacinthus",0.707666666666667,0.0283333333333333,0.00582300673255728,169
"Jet Ski","JH64",113,44,"open","36","Hyacinthus",0.42825,0.126666666666667,0.0301325390136213,157
"Jet Ski","JH64",113,44,"open","29","Hyacinthus",0.687166666666667,0.0580000000000001,0.0119245312043889,157
"Jet Ski","JH65",70,62,"overhang","36","Hyacinthus",0.353666666666667,0.0403333333333333,0.00935810205512176,132
"Jet Ski","JH65",70,62,"overhang","29","Hyacinthus",0.69225,0.0246666666666666,0.00565255596070387,132
"Jet Ski","JH66",68,64,"open","29","Hyacinthus",0.686416666666667,0.0429999999999999,0.00995766501709072,132
"Jet Ski","JH66",68,64,"open","36","Hyacinthus",0.284,0.081,0.0176745265534579,132
"Jet Ski","JH67",60,84,"other","29","Hyacinthus",0.68825,0.0519999999999999,0.011123361302532,144
"Jet Ski","JH67",60,84,"other","36","Hyacinthus",0.24875,0.212666666666667,0.0541854454627809,144
"Jet Ski","JH68",103,24,"overhang","29","Hyacinthus",0.66125,0.022,0.00450385637229056,127
"Jet Ski","JH68",103,24,"overhang","36","Hyacinthus",0.256,0.394333333333333,0.0905719480732184,127
"Jet Ski","JH69",41,97,"open","29","Hyacinthus",0.685666666666667,0.02,0.00459871157479442,138
"Jet Ski","JH69",41,97,"open","36","Hyacinthus",0.469583333333333,0.064,0.0145197024507825,138
"Jet Ski","JH70",79,74,"open","29","Hyacinthus",0.6575,0.00766666666666671,0.00161302568232867,153
"Jet Ski","JH70",79,74,"open","36","Hyacinthus",0.238833333333333,0.085,0.0189054665815649,153
"Jet Ski","JH71",38,87,"sheltered","29","Hyacinthus",0.69425,0.021,0.00503391277017965,125
"Jet Ski","JH71",38,87,"sheltered","36","Hyacinthus",0.232,0.236,0.0485756378505995,125
"Jet Ski","JH72",103,16,"overhang","29","Hyacinthus",0.690611111111111,0.0228333333333333,0.00570960042709092,119
"Jet Ski","JH72",103,16,"overhang","36","Hyacinthus",0.266416666666667,0.0693333333333333,0.0161281758285169,119
"Jet Ski","JH73",38,115,"open","29","Hyacinthus",0.679333333333333,0.0089999999999999,0.00241522945769823,153
"Jet Ski","JH73",38,115,"open","36","Hyacinthus",0.345333333333333,0.0286666666666667,0.00602924969227945,153
"Jet Ski","JH74",76,79,"open","29","Hyacinthus",0.67225,0.0413333333333333,0.00872456621016516,155
"Jet Ski","JH74",76,79,"open","36","Hyacinthus",0.481083333333333,0.0883333333333334,0.0197631226914807,155
"Jet Ski","JR01",120,33,"open","29","Retusa",0.6985,0.0103333333333333,0.00365338503613049,153
"Jet Ski","JR01",120,33,"open","36","Retusa",0.579416666666667,0.200333333333333,0.0426767294991163,153
"Jet Ski","JR02",89,98,"sheltered","36","Retusa",0.250166666666667,0.239666666666667,0.0520310626595448,187
"Jet Ski","JR02",89,98,"sheltered","29","Retusa",0.6845,0.005,0.001092906420717,187
"Jet Ski","JR03",170,10,"overhang","29","Retusa",0.71425,0.0536666666666666,0.010975878434431,180
"Jet Ski","JR03",170,10,"overhang","36","Retusa",0.6695,0.0723333333333334,0.0185843920973926,180
"Jet Ski","JR04",138,35,"open","29","Retusa",0.692833333333333,0.0206666666666666,0.00459971818782491,173
"Jet Ski","JR04",138,35,"open","36","Retusa",0.655333333333333,0.0546666666666666,0.0114923485012453,173
"Jet Ski","JR05",47,89,"other","29","Retusa",0.666833333333333,0.0616666666666666,0.012737012266677,136
"Jet Ski","JR05",47,89,"other","36","Retusa",0.263083333333333,0.126333333333333,0.0264527443790845,136
"Jet Ski","JR06",112,28,"open","29","Retusa",0.705333333333333,0.0546666666666668,0.0115004025694434,140
"Jet Ski","JR06",112,28,"open","36","Retusa",0.550083333333333,0.0773333333333334,0.0177139696912415,140
"Jet Ski","JR07",105,21,"overhang","29","Retusa",0.709,0.0323333333333334,0.00759507637783752,126
"Jet Ski","JR07",105,21,"overhang","36","Retusa",0.626416666666667,0.0563333333333333,0.0129051920358235,126
"Jet Ski","JR08",141,59,"open","36","Retusa",0.605,0.101,0.0213563244167294,200
"Jet Ski","JR08",141,59,"open","29","Retusa",0.707166666666667,0.0183333333333333,0.00382608009441633,200
"Jet Ski","JR09",133,67,"overhang","29","Retusa",0.703583333333333,0.0136666666666666,0.00314870637752265,200
"Jet Ski","JR09",133,67,"overhang","36","Retusa",0.635333333333333,0.0506666666666667,0.0124335269570863,200
"Jet Ski","JR10",100,67,"overhang","29","Retusa",0.704416666666667,0.0666666666666667,0.0153130149195358,167
"Jet Ski","JR10",100,67,"overhang","36","Retusa",0.576916666666667,0.0763333333333333,0.016732854685496,167
